3925;22.33;23.83;
3926;22.33;23.83;
3928;22.33;23.83;
3929;22.33;23.83;
3930;22.33;23.83;
3931;22.33;23.83;
3933;22.33;23.83;
3934;22.33;23.83;
3935;22.33;23.83;
3936;22.33;23.83;
3938;22.33;23.83;
3939;22.33;23.83;
3940;22.33;23.83;
3941;22.33;23.83;
3942;22.33;23.83;
3944;22.23;23.83;
3945;22.33;23.83;
3946;22.23;23.83;
3950;22.33;23.83;
3952;22.33;23.83;
3953;22.23;23.83;
3954;22.33;23.83;
3956;22.33;23.83;
3957;22.33;23.83;
3958;22.33;23.83;
3960;22.33;23.83;
3961;22.33;23.83;
3962;22.33;23.83;
3963;22.33;23.83;
3965;22.33;23.83;
3966;22.33;23.83;
3967;22.33;23.83;
3968;22.23;23.83;
3969;22.33;23.83;
3971;22.33;23.83;
3972;22.23;23.83;
3973;22.33;23.83;
3974;22.33;23.83;
3976;22.33;23.83;
3977;22.33;23.83;
3978;22.23;23.83;
3979;22.33;23.83;
3981;22.23;23.83;
3982;22.33;23.93;
3983;22.33;23.83;
3984;22.33;23.83;
