315;24.03;24.43;
316;23.93;24.43;
317;23.93;24.53;
319;23.93;24.53;
320;24.03;24.53;
321;23.93;24.43;
323;23.93;24.43;
340;23.93;24.53;
341;23.93;24.43;
343;23.93;24.53;
344;24.03;24.43;
345;23.93;24.53;
347;23.93;24.43;
348;23.93;24.53;
349;23.93;24.53;
351;24.03;24.43;
352;24.03;24.53;
353;23.93;24.43;
355;24.03;24.43;
356;23.93;24.53;
357;23.93;24.43;
359;24.03;24.53;
360;23.93;24.43;
361;23.93;24.53;
363;23.93;24.53;
364;23.93;24.53;
365;23.93;24.43;
367;24.03;24.53;
368;23.93;24.43;
369;23.93;24.53;
371;23.93;24.43;
372;23.93;24.53;
373;23.93;24.53;
375;24.03;24.53;
376;23.93;24.53;
377;23.93;24.43;
379;23.93;24.53;
380;24.03;24.53;
381;24.03;24.53;
383;23.93;24.53;
384;24.03;24.43;
385;24.03;24.53;
387;24.03;24.43;
388;23.93;24.53;
389;24.03;24.43;
391;23.93;24.53;
392;24.03;24.43;
393;23.93;25.03;
395;23.93;25.73;
396;24.03;26.54;
397;24.03;27.36;
399;23.93;27.76;
400;24.03;28.38;
401;24.03;28.79;
403;23.93;29.10;
404;24.03;29.20;
405;23.93;30.04;
406;24.03;29.93;
408;23.93;30.24;
409;24.03;30.24;
410;24.03;30.66;
412;24.03;30.66;
413;24.03;30.66;
414;24.03;31.08;
416;24.03;31.08;
417;23.73;31.61;
418;24.23;31.61;
420;24.13;31.72;
421;24.13;30.98;
422;24.03;32.89;
424;24.03;33.97;
425;24.13;33.00;
426;24.03;33.32;
428;23.93;33.10;
429;24.13;33.97;
430;24.03;33.64;
432;24.33;32.67;
433;24.13;34.19;
434;24.13;33.97;
436;24.03;33.75;
437;24.33;33.75;
438;24.23;34.08;
439;24.33;34.19;
441;24.13;35.39;
442;24.23;34.19;
443;24.23;33.97;
445;24.13;34.84;
446;24.33;34.29;
447;24.33;34.62;
449;24.43;34.62;
450;24.33;34.95;
451;24.53;34.73;
453;24.43;34.29;
454;24.33;34.62;
455;24.43;34.95;
457;24.53;35.06;
458;24.33;34.84;
459;24.33;35.17;
