0;22.23;23.93;
1;22.13;23.93;
2;22.13;23.93;
4;22.13;23.93;
5;22.13;23.93;
6;22.13;23.93;
7;22.13;23.93;
9;22.13;23.93;
10;22.13;23.93;
11;22.13;23.93;
12;22.13;23.93;
14;22.13;23.93;
15;22.13;23.93;
16;22.13;23.93;
17;22.13;23.93;
19;22.13;23.93;
20;22.13;23.93;
21;22.13;23.93;
22;22.13;23.93;
24;22.13;23.93;
25;22.13;23.93;
26;22.13;23.93;
28;22.13;23.83;
29;22.13;23.93;
30;22.13;23.83;
31;22.13;23.83;
32;22.13;23.83;
34;22.13;23.93;
35;22.13;23.83;
36;22.13;23.83;
37;22.13;23.83;
38;22.13;23.83;
40;22.13;23.83;
41;22.13;23.83;
42;22.13;23.83;
44;22.13;23.83;
45;22.13;23.83;
46;22.13;23.83;
48;22.13;23.83;
49;22.13;23.83;
50;22.13;23.83;
51;22.13;23.83;
52;22.13;23.83;
54;22.13;23.83;
55;22.13;23.83;
56;22.13;23.83;
57;22.13;23.83;
59;22.13;23.83;
60;22.13;23.83;
61;22.13;23.83;
62;22.13;23.83;
63;22.13;23.83;
64;22.13;23.83;
65;22.13;23.83;
67;22.13;23.83;
68;22.13;23.83;
69;22.13;23.83;
70;22.13;23.83;
72;22.13;23.83;
73;22.13;23.83;
74;22.13;23.83;
76;22.13;23.83;
77;22.13;23.83;
78;22.13;23.83;
79;22.13;23.83;
81;22.13;23.83;
82;22.13;23.83;
83;22.13;23.83;
84;22.13;23.83;
85;22.13;23.83;
86;22.13;23.83;
87;22.13;23.83;
89;22.13;23.83;
90;22.13;23.83;
91;22.13;23.83;
92;22.13;23.83;
93;22.13;23.83;
95;22.13;23.83;
96;22.23;23.83;
97;22.23;23.83;
98;22.13;23.83;
100;22.13;23.83;
101;22.13;23.83;
102;22.23;23.83;
103;22.13;23.83;
104;22.23;23.83;
106;22.13;23.83;
107;22.13;23.83;
108;22.23;23.83;
109;22.13;23.83;
111;22.13;23.83;
112;22.13;23.83;
113;22.13;23.83;
114;22.13;23.83;
116;22.13;23.83;
117;22.13;23.83;
118;22.23;23.83;
119;22.23;23.83;
120;22.13;23.83;
122;22.13;23.83;
123;22.23;23.83;
124;22.13;23.83;
126;22.13;23.83;
127;22.13;23.83;
128;22.13;23.83;
129;22.13;23.83;
130;22.23;23.83;
132;22.13;23.83;
133;22.13;23.83;
134;22.13;23.83;
135;22.23;23.83;
136;22.13;23.83;
138;22.23;23.83;
139;22.13;23.83;
140;22.23;23.83;
141;22.13;23.83;
143;22.13;23.83;
144;22.13;23.83;
145;22.23;23.83;
146;22.13;23.83;
147;22.13;23.83;
149;22.13;23.83;
150;22.13;23.83;
151;22.13;23.83;
152;22.13;23.83;
153;22.23;23.83;
154;22.13;23.83;
155;22.23;23.83;
157;22.23;23.83;
158;22.13;23.83;
159;22.23;23.83;
160;22.23;23.83;
161;22.13;23.83;
163;22.23;23.83;
164;22.23;23.83;
165;22.23;23.83;
166;22.23;23.93;
168;22.33;23.93;
169;22.33;24.03;
170;22.33;24.03;
171;22.33;24.03;
172;22.33;24.13;
173;22.33;24.13;
175;22.43;24.13;
176;22.53;24.13;
177;22.53;24.13;
179;22.63;24.23;
180;22.63;24.23;
181;22.63;24.23;
182;22.73;24.23;
183;22.73;24.23;
185;22.73;24.33;
186;22.83;24.33;
187;22.83;24.33;
188;22.83;24.33;
189;22.93;24.33;
190;22.93;24.43;
192;23.03;24.43;
193;23.03;24.43;
194;23.03;24.43;
196;23.13;24.43;
197;23.63;24.73;
198;24.63;25.43;
199;25.73;26.34;
201;26.64;27.15;
202;27.56;27.97;
203;28.28;28.79;
205;28.59;29.31;
206;28.59;29.83;
207;28.48;30.45;
208;28.28;30.87;
209;27.87;31.50;
210;27.66;32.14;
212;27.46;32.67;
213;27.15;33.00;
214;26.85;33.32;
216;26.54;33.64;
217;26.34;33.86;
218;26.14;34.08;
219;25.93;34.29;
220;25.83;34.51;
222;25.73;34.84;
223;25.73;35.06;
224;25.73;35.39;
225;25.63;35.61;
226;25.63;35.83;
228;25.53;36.06;
229;25.53;36.28;
230;25.43;36.39;
231;25.43;36.62;
233;25.43;36.73;
234;25.43;36.84;
235;25.43;36.95;
236;25.53;37.07;
238;25.53;37.18;
239;25.53;37.18;
240;25.53;37.29;
241;25.53;37.29;
243;25.53;37.29;
244;25.53;37.29;
245;25.53;37.41;
246;25.53;37.41;
247;25.53;37.41;
248;25.53;37.41;
250;25.53;37.41;
251;25.63;37.41;
252;25.63;37.41;
253;25.63;37.41;
254;25.63;37.41;
255;25.63;37.52;
