45;24.23;24.73;
46;24.33;24.83;
48;24.23;24.83;
49;24.23;24.73;
50;24.23;24.73;
52;24.23;24.73;
53;24.33;24.73;
54;24.23;24.73;
56;24.23;24.73;
57;24.33;24.73;
58;24.33;24.73;
60;24.23;24.73;
61;24.33;24.73;
62;24.33;24.73;
64;24.23;24.73;
65;24.33;24.73;
66;24.23;24.73;
68;24.23;24.83;
69;24.33;24.83;
70;24.33;24.83;
72;24.23;24.73;
73;24.23;24.73;
74;24.23;24.83;
76;24.23;24.73;
77;24.23;24.83;
78;24.33;24.73;
80;24.23;24.73;
81;24.23;24.83;
82;24.23;24.83;
83;24.23;24.83;
85;24.23;24.83;
86;24.23;24.73;
87;24.33;24.73;
89;24.33;24.83;
90;24.33;24.73;
91;24.33;24.83;
93;24.63;24.73;
94;-79.5;24.83;
95;-25.4;24.73;
97;28.59;24.63;
98;28.48;24.93;
99;-42.2;24.73;
101;27.15;24.83;
102;-43.1;24.73;
103;-9.98;24.83;
105;-5.02;24.73;
106;-5.65;24.73;
107;31.93;24.63;
109;32.35;24.93;
110;32.14;25.03;
111;33.21;24.83;
113;33.21;24.83;
114;32.14;25.13;
115;32.89;24.83;
117;34.29;24.73;
118;33.53;24.93;
119;33.64;24.83;
121;32.78;25.03;
122;-0.51;24.73;
123;31.29;24.83;
125;31.29;24.83;
126;31.08;24.83;
127;30.98;24.83;
129;30.87;24.83;
130;30.77;24.83;
131;30.66;25.03;
133;30.66;25.43;
134;30.45;26.34;
135;30.35;27.76;
137;30.24;28.17;
138;30.24;29.00;
139;30.14;29.31;
141;29.93;30.35;
142;29.93;30.04;
143;29.93;30.14;
145;29.83;30.04;
146;29.62;31.19;
147;29.93;30.45;
149;29.52;31.19;
150;29.41;31.50;
151;29.72;31.72;
153;29.41;31.50;
154;29.20;32.46;
155;29.20;32.46;
157;29.20;31.61;
158;29.10;32.67;
159;29.00;31.72;
161;28.89;31.72;
162;28.89;31.82;
163;28.79;31.82;
165;28.69;31.72;
166;28.59;31.93;
167;28.69;32.03;
169;28.48;31.82;
170;28.59;32.14;
171;28.48;33.53;
173;28.59;32.35;
174;28.38;32.89;
175;28.38;32.67;
177;28.17;32.57;
178;28.38;33.00;
179;28.38;33.75;
181;28.07;33.64;
